customer_id,recency,frequency,monetary,cluster,segment
C08068,6,3,963.97,3,At Risk
C08069,267,3,836.8,3,At Risk
C08070,54,2,157.93,3,At Risk
C08071,104,7,2013.6399999999999,0,Potential Loyalists
C08072,680,1,127.55,1,Low Value
C08073,144,6,2310.77,0,Potential Loyalists
C08074,441,4,597.18,1,Low Value
C08075,7,17,6029.51,2,Loyal Customers
C08076,8,47,20803.4,4,VIP Customers
C08077,203,9,3193.92,0,Potential Loyalists
C08078,46,12,3419.8500000000004,0,Potential Loyalists
C08079,54,4,1003.3800000000001,3,At Risk
C08080,79,11,3756.84,0,Potential Loyalists
C08081,31,11,4133.43,0,Potential Loyalists
C08083,40,9,2550.27,0,Potential Loyalists
C08085,80,3,2175.33,3,At Risk
C08086,18,6,1802.43,0,Potential Loyalists
C08087,42,6,1190.13,3,At Risk
C08088,180,7,2059.49,0,Potential Loyalists
C08089,54,18,5869.37,2,Loyal Customers
C08090,41,4,1785.43,3,At Risk
C08091,4,9,4587.24,0,Potential Loyalists
C08092,77,6,1876.47,0,Potential Loyalists
C08093,523,1,587.19,1,Low Value
C08094,85,3,701.5600000000001,3,At Risk
C08095,263,2,243.09,3,At Risk
C08096,22,3,793.92,3,At Risk
C08097,362,3,1152.38,1,Low Value
C08098,35,8,3000.56,0,Potential Loyalists
C08099,330,2,787.35,1,Low Value
C08100,197,3,326.47,3,At Risk
C08101,188,4,363.36,3,At Risk
C08102,9,4,2522.5299999999997,0,Potential Loyalists
C08104,92,1,319.57,3,At Risk
C08107,597,1,806.72,1,Low Value
C08110,138,7,1874.56,0,Potential Loyalists
C08112,121,2,450.45,3,At Risk
C08113,13,14,4049.87,2,Loyal Customers
C08114,138,8,1504.47,0,Potential Loyalists
C08115,29,2,247.07999999999998,3,At Risk
C08116,41,11,2805.31,0,Potential Loyalists
C08117,457,2,605.2199999999999,1,Low Value
C08119,27,26,8760.79,4,VIP Customers
C08120,72,9,3269.36,0,Potential Loyalists
C08121,209,4,305.09000000000003,3,At Risk
C08122,177,4,919.3500000000001,3,At Risk
C08123,84,4,869.4300000000001,3,At Risk
C08124,7,1,124.11,3,At Risk
C08127,2,8,4678.91,0,Potential Loyalists
C08129,16,6,3770.74,0,Potential Loyalists
C08131,721,1,332.62,1,Low Value
C08132,290,3,171.31,3,At Risk
C08133,181,5,3421.07,0,Potential Loyalists
C08135,420,1,174.64,1,Low Value
C08136,278,5,941.8199999999999,3,At Risk
C08138,152,2,312.63,3,At Risk
C08139,3,2,791.4200000000001,3,At Risk
C08140,118,6,1160.08,3,At Risk
C08141,491,2,112.06,1,Low Value
C08142,321,2,274.82,1,Low Value
C08143,82,16,4121.35,2,Loyal Customers
C08145,210,5,3315.55,0,Potential Loyalists
C08146,141,1,237.12,3,At Risk
C08147,720,1,104.16,1,Low Value
C08149,221,2,286.02,3,At Risk
C08150,17,8,1847.54,0,Potential Loyalists
C08151,167,2,986.3399999999999,3,At Risk
C08152,100,7,1348.0,0,Potential Loyalists
C08153,181,3,1376.45,3,At Risk
C08155,64,3,502.04999999999995,3,At Risk
C08156,38,7,1348.17,0,Potential Loyalists
C08157,96,17,7975.51,2,Loyal Customers
C08158,15,8,3206.25,0,Potential Loyalists
C08159,87,2,1080.26,3,At Risk
C08160,8,11,1570.98,0,Potential Loyalists
C08162,28,9,4368.24,0,Potential Loyalists
C08163,25,8,1483.48,0,Potential Loyalists
C08165,24,5,2352.88,0,Potential Loyalists
C08166,332,5,1673.56,1,Low Value
C08167,22,4,1441.19,3,At Risk
C08169,37,20,9078.36,4,VIP Customers
C08170,49,1,55.08,3,At Risk
C08173,144,8,1026.22,3,At Risk
C08175,239,1,142.54,3,At Risk
C08176,226,6,2691.45,0,Potential Loyalists
C08177,341,3,720.1,1,Low Value
C08178,219,3,1106.02,3,At Risk
C08179,34,4,1638.42,3,At Risk
C08180,60,9,3034.8199999999997,0,Potential Loyalists
C08181,16,21,4462.15,2,Loyal Customers
C08183,25,5,1474.7099999999998,3,At Risk
C08184,158,14,3780.65,2,Loyal Customers
C08185,104,5,2598.1899999999996,0,Potential Loyalists
C08186,77,3,2997.69,0,Potential Loyalists
C08187,424,2,3510.01,1,Low Value
C08188,22,4,1307.1999999999998,3,At Risk
C08189,454,5,2430.94,1,Low Value
C08190,188,5,2313.68,3,At Risk
C08191,36,39,11063.77,4,VIP Customers
C08195,73,2,1901.67,3,At Risk
C08196,19,2,907.94,3,At Risk
C08197,63,6,3866.66,0,Potential Loyalists
C08198,34,1,206.28,3,At Risk
C08199,27,6,822.36,3,At Risk
C08200,528,2,80.0,1,Low Value
C08201,9,12,4614.17,2,Loyal Customers
C08202,153,3,724.38,3,At Risk
C08203,37,16,5780.29,2,Loyal Customers
C08204,113,5,1800.1000000000001,3,At Risk
C08206,667,1,1479.48,1,Low Value
C08207,26,20,9075.23,4,VIP Customers
C08208,148,6,3174.96,0,Potential Loyalists
C08210,247,2,2635.6800000000003,3,At Risk
C08211,407,3,283.0,1,Low Value
C08212,645,2,897.47,1,Low Value
C08213,456,1,92.83,1,Low Value
C08214,48,6,2353.5299999999997,0,Potential Loyalists
C08215,210,1,72.23,3,At Risk
C08216,715,1,1056.16,1,Low Value
C08217,102,4,2135.15,3,At Risk
C08218,187,1,83.28,3,At Risk
C08219,13,8,1841.8899999999999,0,Potential Loyalists
C08220,242,1,534.51,3,At Risk
C08221,233,2,891.46,3,At Risk
C08222,20,17,5972.0,2,Loyal Customers
C08224,94,6,6913.72,2,Loyal Customers
C08225,22,4,277.79,3,At Risk
C08226,83,6,2379.4700000000003,0,Potential Loyalists
C08227,37,8,4515.389999999999,0,Potential Loyalists
C08229,42,8,5894.280000000001,2,Loyal Customers
C08230,24,15,6068.59,2,Loyal Customers
C08231,148,4,812.75,3,At Risk
C08232,706,1,103.38,1,Low Value
C08234,79,5,3529.3500000000004,0,Potential Loyalists
C08235,30,12,7464.77,2,Loyal Customers
C08236,65,5,1835.73,3,At Risk
C08237,488,1,189.5,1,Low Value
C08239,99,5,3596.06,0,Potential Loyalists
C08240,21,6,1771.37,0,Potential Loyalists
C08241,556,1,398.34,1,Low Value
C08243,140,3,452.24,3,At Risk
C08244,590,1,193.52,1,Low Value
C08245,174,8,2226.39,0,Potential Loyalists
C08246,21,8,6840.16,2,Loyal Customers
C08247,154,3,2053.79,3,At Risk
C08249,58,4,3069.47,0,Potential Loyalists
C08250,7,22,6699.26,2,Loyal Customers
C08251,49,13,9016.92,2,Loyal Customers
C08252,292,7,2649.8399999999997,0,Potential Loyalists
C08253,88,4,1573.8,3,At Risk
C08254,22,9,3169.8500000000004,0,Potential Loyalists
C08255,50,6,1701.51,0,Potential Loyalists
C08256,36,9,1638.56,0,Potential Loyalists
C08257,519,2,1795.34,1,Low Value
C08258,20,21,8082.1900000000005,2,Loyal Customers
C08259,64,3,323.28,3,At Risk
C08262,112,5,868.24,3,At Risk
C08263,5,3,378.94,3,At Risk
C08264,177,2,2491.23,3,At Risk
C08265,64,5,1124.87,3,At Risk
C08266,20,15,4778.78,2,Loyal Customers
C08267,29,11,2936.25,0,Potential Loyalists
C08268,266,1,51.69,3,At Risk
C08269,29,8,2396.3,0,Potential Loyalists
C08271,430,1,237.12,1,Low Value
C08272,571,4,308.38,1,Low Value
C08273,54,12,5610.24,2,Loyal Customers
C08274,276,4,1935.1100000000001,3,At Risk
C08276,96,5,3163.0499999999997,0,Potential Loyalists
C08277,134,4,1411.42,3,At Risk
C08278,22,11,2402.81,0,Potential Loyalists
C08279,62,16,4202.68,2,Loyal Customers
C08281,101,2,620.64,3,At Risk
C08282,537,1,471.92,1,Low Value
C08283,20,9,4770.89,0,Potential Loyalists
C08286,15,3,1242.6399999999999,3,At Risk
C08287,137,3,948.69,3,At Risk
C08289,104,3,316.0,3,At Risk
C08291,226,6,1333.46,3,At Risk
C08292,43,24,8483.92,4,VIP Customers
C08294,558,2,341.76,1,Low Value
C08295,36,14,4292.51,2,Loyal Customers
C08296,65,8,3322.59,0,Potential Loyalists
C08297,238,2,702.47,3,At Risk
C08298,53,4,488.1,3,At Risk
C08299,630,1,320.71,1,Low Value
C08300,133,7,993.6,3,At Risk
C08301,28,13,4032.27,2,Loyal Customers
C08302,22,5,2768.06,0,Potential Loyalists
C08303,519,2,446.06000000000006,1,Low Value
C08305,133,3,1113.34,3,At Risk
C08306,491,2,319.26,1,Low Value
C08307,296,4,2304.72,3,At Risk
C08309,1,6,2419.0699999999997,0,Potential Loyalists
C08310,407,5,1299.8700000000001,1,Low Value
C08311,235,3,2213.81,3,At Risk
C08312,329,2,1959.6599999999999,1,Low Value
C08313,292,3,974.1700000000001,3,At Risk
C08314,77,5,1043.58,3,At Risk
C08315,144,6,502.21,3,At Risk
C08316,149,7,5478.38,0,Potential Loyalists
C08317,553,1,69.81,1,Low Value
C08318,22,11,4538.75,2,Loyal Customers
C08319,192,2,302.89,3,At Risk
C08321,319,2,576.46,1,Low Value
C08322,94,4,1336.97,3,At Risk
C08323,36,14,5378.6,2,Loyal Customers
C08324,107,2,830.13,3,At Risk
C08325,607,1,2108.26,1,Low Value
C08326,309,1,75.73,1,Low Value
C08327,41,7,3842.87,0,Potential Loyalists
C08328,56,2,190.56,3,At Risk
C08329,120,3,1143.94,3,At Risk
C08330,300,4,794.77,3,At Risk
C08331,189,1,1013.23,3,At Risk
C08332,125,3,2897.11,3,At Risk
C08333,235,2,184.35,3,At Risk
C08334,10,6,5121.62,0,Potential Loyalists
C08335,25,10,3261.45,0,Potential Loyalists
C08336,78,11,5936.95,2,Loyal Customers
C08338,116,9,2858.01,0,Potential Loyalists
C08340,352,1,173.4,1,Low Value
C08341,61,11,5614.320000000001,2,Loyal Customers
C08342,84,10,1891.9,0,Potential Loyalists
C08343,235,3,347.22999999999996,3,At Risk
C08344,130,9,1731.1599999999999,0,Potential Loyalists
C08345,53,26,8585.38,4,VIP Customers
C08346,35,4,1322.92,3,At Risk
C08347,47,5,740.3499999999999,3,At Risk
C08348,31,5,2467.9300000000003,0,Potential Loyalists
C08349,302,1,2615.31,3,At Risk
C08350,381,2,186.95999999999998,1,Low Value
C08351,81,8,3838.01,0,Potential Loyalists
C08353,112,1,206.28,3,At Risk
C08354,37,1,62.06,3,At Risk
C08355,24,4,2724.05,0,Potential Loyalists
C08356,57,20,6933.4,2,Loyal Customers
C08357,191,5,1248.38,3,At Risk
C08359,3,19,3953.52,2,Loyal Customers
C08360,4,13,4135.33,2,Loyal Customers
C08361,231,4,470.5,3,At Risk
C08362,18,11,4949.32,2,Loyal Customers
C08363,731,1,143.62,1,Low Value
C08364,328,2,919.9100000000001,1,Low Value
C08365,663,1,97.98,1,Low Value
C08366,54,6,1749.38,0,Potential Loyalists
C08368,192,6,883.93,3,At Risk
C08369,55,9,1986.88,0,Potential Loyalists
C08371,18,1,142.25,3,At Risk
C08372,122,3,454.9,3,At Risk
C08373,69,4,1884.92,3,At Risk
C08374,247,4,891.5500000000001,3,At Risk
C08376,100,5,3000.1,0,Potential Loyalists
C08378,94,4,659.73,3,At Risk
C08379,131,8,4538.58,0,Potential Loyalists
C08380,21,28,8882.73,4,VIP Customers
C08381,44,8,2826.4,0,Potential Loyalists
C08382,18,5,1191.1999999999998,3,At Risk
C08383,48,2,371.99,3,At Risk
C08384,16,4,1712.35,3,At Risk
C08385,15,8,2613.65,0,Potential Loyalists
C08386,184,1,146.88,3,At Risk
C08387,26,2,2307.89,3,At Risk
C08388,618,2,450.88,1,Low Value
C08389,253,6,5926.42,0,Potential Loyalists
C08390,628,1,194.19,1,Low Value
C08392,3,16,4742.75,2,Loyal Customers
C08393,440,4,1087.79,1,Low Value
C08394,446,1,175.63,1,Low Value
C08395,245,4,2766.0,3,At Risk
C08396,187,3,1819.52,3,At Risk
C08397,52,2,433.03,3,At Risk
C08398,4,2,199.23000000000002,3,At Risk
C08399,41,3,2212.62,3,At Risk
C08400,7,9,2296.67,0,Potential Loyalists
C08401,37,7,1772.79,0,Potential Loyalists
C08402,297,3,558.21,3,At Risk
C08403,17,5,1473.1799999999998,3,At Risk
C08404,10,9,6096.79,2,Loyal Customers
C08407,89,10,4854.02,0,Potential Loyalists
C08408,127,4,1571.1599999999999,3,At Risk
C08409,151,2,177.89999999999998,3,At Risk
C08410,142,6,1459.7600000000002,3,At Risk
C08411,17,5,2209.34,0,Potential Loyalists
C08412,5,10,2542.6,0,Potential Loyalists
C08413,357,1,438.35,1,Low Value
C08414,23,8,5102.1,0,Potential Loyalists
C08416,140,3,2970.73,3,At Risk
C08417,46,6,5699.139999999999,0,Potential Loyalists
C08418,36,2,196.49,3,At Risk
C08419,28,9,3279.0099999999998,0,Potential Loyalists
C08421,11,3,1007.2800000000001,3,At Risk
C08423,138,8,2260.05,0,Potential Loyalists
C08425,124,8,2781.97,0,Potential Loyalists
C08426,18,9,4163.1900000000005,0,Potential Loyalists
C08427,138,12,5854.46,2,Loyal Customers
C08428,102,1,120.69,3,At Risk
C08429,249,5,1176.9499999999998,3,At Risk
C08431,93,12,4893.63,2,Loyal Customers
C08432,92,8,1340.33,0,Potential Loyalists
C08433,413,1,195.97,1,Low Value
C08434,115,3,934.02,3,At Risk
C08436,234,4,752.06,3,At Risk
C08437,152,2,648.99,3,At Risk
C08438,8,20,10115.13,4,VIP Customers
C08439,121,10,2624.93,0,Potential Loyalists
C08440,1,7,5228.76,0,Potential Loyalists
C08441,10,21,9636.36,4,VIP Customers
C08442,516,1,195.97,1,Low Value
C08443,39,9,5563.35,2,Loyal Customers
C08444,205,3,819.13,3,At Risk
C08445,70,4,2123.1,3,At Risk
C08446,123,5,1532.61,3,At Risk
C08448,122,5,643.41,3,At Risk
C08450,31,34,9765.16,4,VIP Customers
C08451,433,1,15.95,1,Low Value
C08452,193,5,880.18,3,At Risk
C08453,71,10,6468.91,2,Loyal Customers
C08454,228,1,527.95,3,At Risk
C08455,500,4,872.63,1,Low Value
C08456,79,5,859.6899999999999,3,At Risk
C08457,529,1,368.76,1,Low Value
C08458,2,4,1424.5,3,At Risk
C08459,38,2,601.44,3,At Risk
C08461,3,4,1595.22,3,At Risk
C08462,643,2,845.64,1,Low Value
C08463,130,12,3269.09,0,Potential Loyalists
C08464,79,9,2518.48,0,Potential Loyalists
C08465,408,4,1104.45,1,Low Value
C08468,173,2,2478.9,3,At Risk
C08469,42,5,1305.96,3,At Risk
C08470,124,5,3469.87,0,Potential Loyalists
C08471,149,1,179.15,3,At Risk
C08472,132,2,857.79,3,At Risk
C08473,39,4,796.46,3,At Risk
C08474,667,1,269.11,1,Low Value
C08475,315,5,1882.5,3,At Risk
C08476,28,4,1779.02,3,At Risk
C08477,316,3,130.36,1,Low Value
C08478,90,5,848.97,3,At Risk
C08479,12,12,2508.42,0,Potential Loyalists
C08481,77,11,3379.81,0,Potential Loyalists
C08482,286,3,440.61,3,At Risk
C08483,2,14,6889.8099999999995,2,Loyal Customers
C08484,29,9,2470.67,0,Potential Loyalists
C08485,43,2,251.78,3,At Risk
C08486,130,13,6296.95,2,Loyal Customers
C08487,43,9,3539.96,0,Potential Loyalists
C08488,398,1,675.58,1,Low Value
C08490,17,3,1179.0,3,At Risk
C08491,13,6,2876.23,0,Potential Loyalists
C08492,158,3,1711.31,3,At Risk
C08493,38,8,2346.7,0,Potential Loyalists
C08494,37,4,3419.3100000000004,0,Potential Loyalists
C08495,13,7,1804.4599999999998,0,Potential Loyalists
C08496,151,2,211.35000000000002,3,At Risk
C08498,17,16,7437.18,2,Loyal Customers
C08501,259,7,4928.75,0,Potential Loyalists
C08502,8,6,1151.3,3,At Risk
C08505,593,3,238.03,1,Low Value
C08506,31,25,10057.41,4,VIP Customers
C08507,104,6,3237.07,0,Potential Loyalists
C08508,72,6,1119.1799999999998,3,At Risk
C08509,122,1,1113.02,3,At Risk
C08512,314,1,1254.19,1,Low Value
C08513,93,4,821.78,3,At Risk
C08514,424,1,578.27,1,Low Value
C08515,182,1,630.06,3,At Risk
C08516,92,4,2055.26,3,At Risk
C08517,15,13,6467.35,2,Loyal Customers
C08518,11,8,1592.21,0,Potential Loyalists
C08519,151,1,155.14,3,At Risk
C08520,492,1,176.09,1,Low Value
C08521,74,9,1455.68,0,Potential Loyalists
C08523,177,6,1059.59,3,At Risk
C08524,22,9,2869.34,0,Potential Loyalists
C08525,67,10,2933.24,0,Potential Loyalists
C08526,31,10,5213.61,2,Loyal Customers
C08527,109,6,769.9,3,At Risk
C08528,8,6,1506.96,0,Potential Loyalists
C08529,100,2,522.53,3,At Risk
C08530,17,6,2118.62,0,Potential Loyalists
C08531,387,1,254.81,1,Low Value
C08532,16,16,5906.5,2,Loyal Customers
C08534,621,1,146.24,1,Low Value
C08535,134,10,4440.35,0,Potential Loyalists
C08537,74,7,3949.08,0,Potential Loyalists
C08538,366,1,247.54,1,Low Value
C08539,14,7,1043.28,0,Potential Loyalists
C08540,42,5,1117.99,3,At Risk
C08541,168,5,1340.3899999999999,3,At Risk
C08542,703,2,704.12,1,Low Value
C08543,73,1,92.83,3,At Risk
C08544,8,9,2028.0,0,Potential Loyalists
C08546,102,4,1042.12,3,At Risk
C08547,102,7,1357.66,0,Potential Loyalists
C08548,355,4,2197.39,1,Low Value
C08549,214,3,704.3299999999999,3,At Risk
C08552,92,10,5996.42,2,Loyal Customers
C08554,13,23,6700.99,2,Loyal Customers
C08557,366,3,1216.49,1,Low Value
C08559,163,5,1084.71,3,At Risk
C08560,62,9,3398.72,0,Potential Loyalists
C08561,229,1,295.01,3,At Risk
C08562,54,8,1792.34,0,Potential Loyalists
C08564,62,3,1662.96,3,At Risk
C08565,88,3,478.84999999999997,3,At Risk
C08566,57,13,6973.02,2,Loyal Customers
C08567,343,2,681.72,1,Low Value
C08568,199,8,2372.69,0,Potential Loyalists
C08569,32,5,2889.72,0,Potential Loyalists
C08570,149,1,44.94,3,At Risk
C08571,530,3,1315.54,1,Low Value
C08572,5,9,3757.48,0,Potential Loyalists
C08573,9,5,1506.8,3,At Risk
C08574,2,8,2493.13,0,Potential Loyalists
C08575,48,6,1398.17,3,At Risk
C08577,8,16,4510.04,2,Loyal Customers
C08578,356,4,2531.0,1,Low Value
C08579,37,10,5789.38,2,Loyal Customers
C08580,87,8,1745.8899999999999,0,Potential Loyalists
C08581,42,5,2727.09,0,Potential Loyalists
C08582,53,5,1588.8799999999999,3,At Risk
C08583,163,6,975.22,3,At Risk
C08584,150,3,1105.39,3,At Risk
C08585,247,3,901.4,3,At Risk
C08587,122,4,888.32,3,At Risk
C08590,74,4,872.63,3,At Risk
C08591,11,8,3001.39,0,Potential Loyalists
C08592,66,2,489.14,3,At Risk
C08593,216,9,4226.06,0,Potential Loyalists
C08594,158,1,222.6,3,At Risk
C08595,16,4,1098.92,3,At Risk
C08596,466,2,641.16,1,Low Value
C08598,33,7,3062.26,0,Potential Loyalists
C08599,119,2,2242.1,3,At Risk
C08600,131,2,1167.96,3,At Risk
C08601,265,1,62.46,3,At Risk
C08602,76,7,1649.3600000000001,0,Potential Loyalists
C08605,15,4,616.2,3,At Risk
C08606,37,1,295.56,3,At Risk
C08607,34,14,8810.369999999999,2,Loyal Customers
C08608,29,4,722.09,3,At Risk
C08609,167,4,4501.66,0,Potential Loyalists
C08610,192,3,1103.3300000000002,3,At Risk
C08611,138,1,84.98,3,At Risk
C08612,390,1,128.59,1,Low Value
C08613,49,19,4757.49,2,Loyal Customers
C08614,114,9,2341.4900000000002,0,Potential Loyalists
C08615,469,3,1686.86,1,Low Value
C08616,92,2,516.3,3,At Risk
C08617,57,1,342.18,3,At Risk
C08619,257,4,1842.43,3,At Risk
C08620,238,3,2561.12,3,At Risk
C08621,80,5,900.79,3,At Risk
C08622,657,1,87.67,1,Low Value
C08623,277,3,1258.85,3,At Risk
C08625,72,2,987.6700000000001,3,At Risk
C08626,301,2,354.1,1,Low Value
C08627,1,4,1214.1100000000001,3,At Risk
C08628,12,10,5317.0,2,Loyal Customers
C08629,14,10,4230.5199999999995,0,Potential Loyalists
C08630,115,23,11798.28,4,VIP Customers
C08631,240,15,4568.91,2,Loyal Customers
C08632,139,5,2339.94,3,At Risk
C08633,103,14,8615.23,2,Loyal Customers
C08634,150,9,3840.04,0,Potential Loyalists
C08635,133,9,1957.4299999999998,0,Potential Loyalists
C08636,546,1,164.37,1,Low Value
C08638,153,11,2174.92,0,Potential Loyalists
C08639,318,5,4198.62,0,Potential Loyalists
C08640,6,11,5621.17,2,Loyal Customers
C08641,524,3,2755.33,1,Low Value
C08642,3,3,968.5500000000001,3,At Risk
C08643,323,4,2077.54,1,Low Value
C08644,30,15,4770.3,2,Loyal Customers
C08646,11,8,4454.75,0,Potential Loyalists
C08647,115,9,4005.11,0,Potential Loyalists
C08648,47,2,633.28,3,At Risk
C08649,54,2,143.51,3,At Risk
C08652,264,4,1228.97,3,At Risk
C08654,50,1,306.14,3,At Risk
C08655,155,10,3691.19,0,Potential Loyalists
C08656,118,5,490.96000000000004,3,At Risk
C08657,32,3,442.68,3,At Risk
C08659,88,7,1918.75,0,Potential Loyalists
C08660,53,9,1861.3799999999999,0,Potential Loyalists
C08661,492,1,173.4,1,Low Value
C08662,81,5,1149.27,3,At Risk
C08663,153,6,902.28,3,At Risk
C08664,8,6,3145.83,0,Potential Loyalists
C08665,95,7,1203.6799999999998,3,At Risk
C08667,429,3,172.34,1,Low Value
C08671,20,9,2008.22,0,Potential Loyalists
C08673,20,16,9053.11,2,Loyal Customers
C08674,628,2,1017.91,1,Low Value
C08676,731,1,363.29,1,Low Value
C08677,325,2,512.51,1,Low Value
C08678,73,25,9783.41,4,VIP Customers
C08679,260,8,4499.91,0,Potential Loyalists
C08681,11,14,3155.15,0,Potential Loyalists
C08682,248,9,3052.04,0,Potential Loyalists
C08683,246,4,2992.38,3,At Risk
C08684,9,6,3002.59,0,Potential Loyalists
C08685,238,5,1079.1100000000001,3,At Risk
C08686,136,1,578.4,3,At Risk
C08687,14,3,1044.94,3,At Risk
C08689,147,8,4123.42,0,Potential Loyalists
C08690,478,1,255.1,1,Low Value
C08691,16,16,7146.98,2,Loyal Customers
C08692,209,2,1074.77,3,At Risk
C08693,349,1,77.57,1,Low Value
C08694,20,5,1865.0,0,Potential Loyalists
C08696,118,7,783.95,3,At Risk
C08698,118,8,1355.7,0,Potential Loyalists
C08699,12,12,7334.11,2,Loyal Customers
C08700,120,3,1111.75,3,At Risk
C08701,421,1,47.61,1,Low Value
C08702,622,1,807.34,1,Low Value
C08703,366,2,573.2,1,Low Value
C08704,24,6,1485.3799999999999,0,Potential Loyalists
C08705,181,5,2342.7200000000003,3,At Risk
C08706,42,6,2272.7999999999997,0,Potential Loyalists
C08708,37,9,1186.13,0,Potential Loyalists
C08709,450,1,523.23,1,Low Value
C08710,36,3,1598.3100000000002,3,At Risk
C08711,37,5,2686.42,0,Potential Loyalists
C08712,401,1,170.59,1,Low Value
C08713,98,7,2182.85,0,Potential Loyalists
C08714,2,13,4871.8099999999995,2,Loyal Customers
C08715,93,5,2376.25,0,Potential Loyalists
C08718,302,2,217.44,1,Low Value
C08720,103,13,1974.11,0,Potential Loyalists
C08721,132,6,1268.79,3,At Risk
C08723,63,11,2831.7,0,Potential Loyalists
C08724,42,8,1595.4699999999998,0,Potential Loyalists
C08726,54,4,777.81,3,At Risk
C08727,449,2,355.25,1,Low Value
C08728,1,18,6811.92,2,Loyal Customers
C08729,369,4,1126.06,1,Low Value
C08730,46,14,5033.32,2,Loyal Customers
C08731,228,4,1988.5600000000002,3,At Risk
C08732,7,13,3191.1,0,Potential Loyalists
C08734,8,16,5663.719999999999,2,Loyal Customers
C08735,95,11,3154.11,0,Potential Loyalists
C08736,294,3,665.63,3,At Risk
C08737,140,8,1639.99,0,Potential Loyalists
C08738,57,7,2081.7,0,Potential Loyalists
C08739,11,16,4758.16,2,Loyal Customers
C08740,510,1,36.53,1,Low Value
C08741,100,4,828.91,3,At Risk
C08742,116,8,2256.56,0,Potential Loyalists
C08743,389,4,1756.37,1,Low Value
C08744,515,1,16.79,1,Low Value
C08745,220,2,106.93,3,At Risk
C08747,17,10,1943.55,0,Potential Loyalists
C08749,238,5,1732.2700000000002,3,At Risk
C08750,136,2,536.19,3,At Risk
C08751,137,3,1937.01,3,At Risk
C08752,65,4,568.12,3,At Risk
C08753,229,3,457.87,3,At Risk
C08754,119,3,3965.2200000000003,0,Potential Loyalists
C08756,76,6,3511.38,0,Potential Loyalists
C08757,54,9,3267.11,0,Potential Loyalists
C08758,88,4,3471.0699999999997,0,Potential Loyalists
C08759,536,1,96.55,1,Low Value
C08760,61,14,6148.55,2,Loyal Customers
C08761,66,7,2159.75,0,Potential Loyalists
C08762,455,2,297.11,1,Low Value
C08763,21,12,6130.27,2,Loyal Customers
C08764,8,29,16550.260000000002,4,VIP Customers
C08765,156,5,1147.85,3,At Risk
C08766,27,26,9412.49,4,VIP Customers
C08767,174,3,2771.12,3,At Risk
C08768,427,3,153.26999999999998,1,Low Value
C08769,171,1,76.48,3,At Risk
C08770,53,6,1458.96,0,Potential Loyalists
C08771,131,2,1528.53,3,At Risk
C08772,148,2,650.0999999999999,3,At Risk
C08774,388,1,362.07,1,Low Value
C08775,384,2,197.82999999999998,1,Low Value
C08776,207,2,165.10000000000002,3,At Risk
C08777,72,4,541.8599999999999,3,At Risk
C08778,82,16,4967.94,2,Loyal Customers
C08779,132,2,5366.38,0,Potential Loyalists
C08780,670,1,539.26,1,Low Value
C08781,328,3,1233.4199999999998,1,Low Value
C08782,26,1,98.34,3,At Risk
C08783,719,1,50.23,1,Low Value
C08784,502,2,210.5,1,Low Value
C08785,45,11,4473.87,0,Potential Loyalists
C08787,327,2,697.2199999999999,1,Low Value
C08789,148,10,3234.2,0,Potential Loyalists
C08790,390,5,2460.82,1,Low Value
C08792,479,2,833.67,1,Low Value
C08793,10,17,8170.95,2,Loyal Customers
C08795,149,2,547.3,3,At Risk
C08796,722,1,229.31,1,Low Value
C08797,164,2,459.0,3,At Risk
C08798,48,14,1930.57,0,Potential Loyalists
C08799,60,41,16966.45,4,VIP Customers
C08800,68,6,1376.92,3,At Risk
C08801,179,2,2839.75,3,At Risk
C08802,59,5,1699.3799999999999,3,At Risk
C08803,489,2,1637.81,1,Low Value
C08804,4,19,11791.57,4,VIP Customers
C08805,175,6,1071.43,3,At Risk
C08806,104,1,51.06,3,At Risk
C08808,6,3,1703.93,3,At Risk
C08809,2,25,5533.639999999999,2,Loyal Customers
C08810,58,4,420.76,3,At Risk
C08811,180,5,1601.5900000000001,3,At Risk
C08813,234,3,238.60000000000002,3,At Risk
C08814,11,14,5113.98,2,Loyal Customers
C08815,15,38,18233.19,4,VIP Customers
C08816,45,12,5843.18,2,Loyal Customers
C08817,232,7,4541.04,0,Potential Loyalists
C08818,177,1,314.61,3,At Risk
C08819,94,3,803.48,3,At Risk
C08820,270,2,3981.7599999999998,3,At Risk
C08821,34,7,1928.42,0,Potential Loyalists
C08822,159,7,1760.5900000000001,0,Potential Loyalists
C08823,201,3,329.6,3,At Risk
C08825,193,2,2373.44,3,At Risk
C08826,247,11,2887.63,0,Potential Loyalists
C08827,25,7,2395.83,0,Potential Loyalists
C08828,510,1,1068.35,1,Low Value
C08829,567,1,87.62,1,Low Value
C08830,55,12,4924.8,2,Loyal Customers
C08831,52,3,6083.12,0,Potential Loyalists
C08832,192,3,870.03,3,At Risk
C08833,391,5,1091.63,1,Low Value
C08834,307,4,1045.93,3,At Risk
C08835,12,9,2266.36,0,Potential Loyalists
C08836,55,11,4789.95,2,Loyal Customers
C08838,409,1,96.55,1,Low Value
C08840,532,2,1075.37,1,Low Value
C08841,326,3,863.73,1,Low Value
C08844,273,2,504.08000000000004,3,At Risk
C08846,561,1,77.57,1,Low Value
C08847,413,1,71.06,1,Low Value
